Item Number – 8 digit,NDC Number,Size Qty,Retail Pack Quantity,AWP Price,Acquisition Price,Retail Price,WAC Price,Contract Flag,Generic Name,Form,Name,Size,%,MCG,M,IU,MEQ,UN,HR,MMOL,BP,CAL,USP,MU,Total_MG,Total_ML,Total_MM
10183906,50742051530,30      ,1,190768,146780,0,158973,N,nitroglycerin,TRANSDERM PATCH,NITRO-DUR,0.3MG/HR PAT 30,,,,,,,,,,,,,0.3,,
10274095,31722088930,30      ,1,1051923,36932,0,40000,N,fingolimod,HCl ORAL CAPSULE 0.,FINGOLIMOD,0.5 MG CAP 30,,,,,,,,,,,,,0.5,,
10183945,00409036801,8       ,1,66994,45796,0,55828,C,docetaxel,INTRAVEN VIAL 160 MG,DOCETAXEL,160 MG MDV 8 ML,,,,,,,,,,,,,160.0,8.0,
10274072,08222720092,30      ,1,2922,424,636,385,N,"pen needle, diabetic",MISCELL D,GNP PEN NEEDLES,8MM 31G 30 CT,,,,,,,,,,,,,,,8.0
10274084,68547000501,1       ,1,54000,45000,0,45000,N,angiotensin,"II acetate, human",GIAPREZA,0.5 MG SDV 1ML,,,,,,,,,,,,,0.5,1.0,
10274123,72241001005,100     ,1,71280,3694,0,4000,N,raloxifene,HCl ORAL TABLET 60,RALOXIFENE HCL,60 MG TAB 100,,,,,,,,,,,,,60.0,,
10274124,71321070016,473     ,1,2966,1950,2925,2373,C,d-methorphan/pe/dexbromphenir ,,BRANTUSSIN DM LIQ,473 ML,,,,,,,,,,,,,,473.0,
10274005,72888011201,100     ,1,15206,1016,0,1100,N,midodrine,HCl ORAL TABLET 2.5,MIDODRINE HCL,2.5 MG TAB 100,,,,,,,,,,,,,2.5,,
10274008,72888011301,100     ,1,37358,1385,0,1500,N,midodrine,HCl ORAL TABLET 5 MG,MIDODRINE HCL,5 MG TAB 100,,,,,,,,,,,,,5.0,,
10274085,72888011401,100     ,1,87386,1662,0,1800,N,midodrine,HCl ORAL TABLET 10 M,MIDODRINE HCL,10 MG TAB 100,,,,,,,,,,,,,10.0,,
10274086,16571087301,100     ,1,2202,2035,3053,2035,N,melatonin,ORAL TABLET 5 MG,MELATONIN,5 MG TAB 100,,,,,,,,,,,,,5.0,,
10274088,16571082401,100     ,1,417,385,578,385,N,meclizine,HCl ORAL TAB CHEW 25,MECLIZINE HCL,25 MG CHW 100,,,,,,,,,,,,,25.0,,
10274101,72241001022,30      ,1,21384,1108,0,1200,N,raloxifene,HCl ORAL TABLET 60,RALOXIFENE HCL,60 MG TAB 30,,,,,,,,,,,,,60.0,,
10274102,00641623410,10X5    ,1,30000,7691,0,25000,C,succinylcholine/sod,"Cl,iso/PF",SUCCINYLCHOLINE CHL,100 MG PFS,,,,,,,,,,,,,100.0,,
10274076,70752010406,118     ,1,3662,437,656,437,N,cetirizine,HCl ORAL SOLUTION 1,CETIRIZINE HCL,1 MG-ML SOL 118,,,,,,,,,,,,,1.0,,
10274089,43547054611,1000    ,1,185130,19344,0,20950,N,enalapril maleate,ORAL TABLET,ENALAPRIL MALEATE,5 MG TAB 100,,,,,,,,,,,,,5.0,,
10274130,75834013701,28.4    ,1,10688,3555,0,3850,N,hydroquinone,TOPICAL CREAM (G),HYDROQUINONE,4% CRM 28.4 GM,4.0,,,,,,,,,,,,28400.0,,
10274103,00053720102,        ,1,67,46013,0,46013,N,alpha-1-proteinase inhibitor,I,ZEMAIRA,979 MG SDV,,,,,,,,,,,,,979.0,,
10274125,72611086004,4X30    ,1,17760,13665,0,14800,N,acetylcysteine,INTRAVEN VIAL 2,ACETYLCYSTEINE,6 GM SDV 4X30 M,,,,,,,,,,,,,6000.0,,
10274141,71351001012,12X1.5  ,1,1750,1151,1727,1400,C,"sodium,potassium phosphates",OR,PHOSPHORUS SUPPLEMENT PWD,12X1,,,,,,,,,,,,,,,
10274018,43547054511,1000    ,1,145740,15235,0,16500,N,enalapril maleate,ORAL TABLET,ENALAPRIL MALEATE,2.5 MG TAB 1,,,,,,,,,,,,,2.5,,
10274077,62135006818,180     ,1,86400,66478,0,72000,N,indomethacin,ORAL CAPSULE 50 M,INDOMETHACIN,50 MG CAP 180,,,,,,,,,,,,,50.0,,
10274039,62135006718,180     ,1,64800,49859,0,54000,N,indomethacin,ORAL CAPSULE 25 M,INDOMETHACIN,25 MG CAP 180,,,,,,,,,,,,,25.0,,
10274068,71288001911,10      ,1,126000,96947,0,105000,N,tigecycline,INTRAVEN VIAL 50 M,TIGECYCLINE,50 MG PWD SDV 10,,,,,,,,,,,,,50.0,,
10274135,76204001155,25X3    ,1,2100,1385,0,1500,N,albuterol sulfate,INHALATION V,ALBUTEROL SULF,1.25MG INH SOL,,,,,,,,,,,,,1.25,,
10183967,33342014509,60      ,1,48000,2770,0,3000,N,ziprasidone,HCl ORAL CAPSULE 4,ZIPRASIDONE HCL,40 MG CAP 60,,,,,,,,,,,,,40.0,,
10274170,76204001055,25X3    ,1,2100,1385,0,1500,N,albuterol sulfate,INHALATION V,ALBUTEROL SULF,0.63MG INH SOL,,,,,,,,,,,,,0.63,,
10274172,41167003353,1       ,1,774,487,731,442,N,hydrocortisone/aloe vera,TOPIC,CORTIZONE-,10 FEM ITCH RELIEF C,,,,,,,,,,,,,,,
10274173,76204002160,60X4    ,1,5040,3324,0,3600,N,sodium chloride for inhalation,,SODIUM CHLORIDE,7% INH SOL 60X,7.0,,,,,,,,,,,,,,
10183969,33342014609,60      ,1,59000,3232,0,3500,N,ziprasidone,HCl ORAL CAPSULE 6,ZIPRASIDONE HCL,60 MG CAP 60,,,,,,,,,,,,,60.0,,
10274180,69339016217,40      ,1,63000,40970,0,52500,C,lubiprostone,ORAL CAPSULE 8 MC,LUBIPROSTONE,8 MCG CAP 40 (4X1,,8.0,,,,,,,,,,,,,
10274190,81298501003,10X1    ,1,177600,136649,0,148000,N,carboprost tromethamine,INTRAM,CARBOPROST TROM,250 MCG SDV 10,,250.0,,,,,,,,,,,,,
10274200,60687051401,100     ,1,12085,4672,0,9409,C,baclofen,ORAL TABLET 20 MG,BACLOFEN,20 MG TAB 100 (10X10),,,,,,,,,,,,,20.0,,
10183939,55566670001,320     ,1,19922,14716,0,16602,C,sod picosulf/mag ox/citric ac ,,CLENPIQ,10MG/3.5G/12G SOL (2X1,,,,,,,,,,,,,10.0,,
10274174,45802049075,90      ,1,600,411,617,500,C,naproxen sodium,ORAL TABLET 22,NAPROXEN SODIUM,220 MG TAB 90,,,,,,,,,,,,,220.0,,
10183949,00006542515,10X5    ,1,271440,214886,0,226200,C,sugammadex sodium,INTRAVEN VIA,BRIDION,500 MG SDV 10X5 ML,,,,,,,,,,,,,500.0,5.0,
10274220,42571025930,30      ,1,3614,2781,0,3012,N,roflumilast,ORAL TABLET 500 MC,ROFLUMILAST,500 MCG TAB 30,,500.0,,,,,,,,,,,,,
10274221,67877059201,100     ,1,18950,855,0,925,N,metoprolol succinate,ORAL TAB,METOPROLOL SUCC,100 MG ER TAB,,,,,,,,,,,,,100.0,,
10274223,82293000210,60      ,1,1241120,175316,0,189879,N,abiraterone acetate,ORAL TABLE,ABIRATERONE ACETATE,500 MG TAB,,,,,,,,,,,,,500.0,,
10183977,50383096530,30      ,1,2520,693,0,1020,C,morphine sulfate,ORAL SOLUTION,MORPHINE SULFATE,100 MG/5 ML S,,,,,,,,,,,,,100.0,5.0,
10279521,59651045701,100     ,1,7980,630,0,682,N,carbidopa/levodopa,ORAL TABLET,CARBIDOPA-LEVODOPA,25-100 MG T,,,,,,,,,,,,,100.0,,
10279522,68180096509,90      ,1,3932,356,0,931,C,levothyroxine sodium,ORAL TABL,LEVOTHYROXINE SOD,25 MCG TAB 9,,25.0,,,,,,,,,,,,,
10279392,50268040515,50      ,1,9760,6300,0,8133,C,hydrocortisone,ORAL TABLET 5 M,HYDROCORTISONE,5 MG TAB 50 (5X,,,,,,,,,,,,,5.0,,
10279393,50268040615,50      ,1,10005,8475,0,9179,N,hydrocortisone,ORAL TABLET 10,HYDROCORTISONE,10 MG TAB 50 (5,,,,,,,,,,,,,10.0,,
10279319,72888004213,473     ,1,76830,5977,0,6473,N,potassium chloride,ORAL LIQUID,POTASSIUM CHLORIDE,40MEQ-15ML,,,,,40.0,,,,,,,,,15.0,
10279550,68180096909,90      ,1,5056,439,0,1388,C,levothyroxine sodium,ORAL TABL,LEVOTHYROXINE SOD,100 MCG TAB,,100.0,,,,,,,,,,,,,
10279385,62135057305,500     ,1,267000,205435,0,222500,N,hydroxyzine,HCl ORAL TABLET 10,HYDROXYZINE HCL,10 MG TAB 500,,,,,,,,,,,,,10.0,,
10279386,68180097409,90      ,1,7252,755,0,2098,C,levothyroxine sodium,ORAL TABL,LEVOTHYROXINE SODIUM,175 MCG T,,175.0,,,,,,,,,,,,,
10279542,68180097309,90      ,1,6102,447,0,1405,C,levothyroxine sodium,ORAL TABL,LEVOTHYROXINE SOD,150 MCG TAB,,150.0,,,,,,,,,,,,,
10183998,64980043701,100     ,1,8177,315,0,341,N,atenolol,ORAL TABLET 25 MG,ATENOLOL,25 MG TAB 100,,,,,,,,,,,,,25.0,,
10279544,68180097609,90      ,1,9770,783,0,2474,C,levothyroxine sodium,ORAL TABL,LEVOTHYROXINE SOD,300 MCG TAB,,300.0,,,,,,,,,,,,,
10279563,68180097109,90      ,1,5928,486,0,1712,C,levothyroxine sodium,ORAL TABL,LEVOTHYROXINE SOD,125 MCG TAB,,125.0,,,,,,,,,,,,,
10184030,64980043801,100     ,1,8460,321,0,347,N,atenolol,ORAL TABLET 50 MG,ATENOLOL,50 MG TAB 100,,,,,,,,,,,,,50.0,,
10279575,68180096709,90      ,1,4934,395,0,1331,C,levothyroxine sodium,ORAL TABL,LEVOTHYROXINE SOD,75 MCG TAB 9,,75.0,,,,,,,,,,,,,
10279576,68180097009,90      ,1,5847,445,0,1486,C,levothyroxine sodium,ORAL TABL,LEVOTHYROXINE SODIUM,112 MCG T,,112.0,,,,,,,,,,,,,
10279580,65219047220,20X500  ,1,9600,4229,0,8000,C,0.9 % sodium chloride,INTRAVEN,SODIUM CHLORIDE,0.9 % BAG 20X5,0.9,,,,,,,,,,,,,,
10184031,64980043901,100     ,1,12514,564,0,610,N,atenolol,ORAL TABLET 100 MG,ATENOLOL,100 MG TAB 100,,,,,,,,,,,,,100.0,,
10279565,68180097209,90      ,1,6010,581,0,1390,C,levothyroxine sodium,ORAL TABL,LEVOTHYROXINE SOD,137 MCG TAB,,137.0,,,,,,,,,,,,,
10279566,65219047410,10X1000 ,1,5472,2364,0,4560,C,0.9 % sodium chloride,INTRAVEN,SODIUM CHL,0.9% BAG 10X1000 ML,0.9,,,,,,,,,,,,,1000.0,
10279568,76045020420,24X2    ,1,70848,54512,0,59040,N,diazepam,INJECTION SYRINGE 5 M,DIAZEPAM,10 MG PFS 24X2 ML,,,,,,,,,,,,,10.0,2.0,
10279610,70095002502,10      ,1,7200,3232,0,3500,N,azithromycin,INTRAVEN VIAL 500,AZITHROMYCIN,500 MG SDV 10,,,,,,,,,,,,,500.0,,
10279620,00527079237,100     ,1,61315,10734,0,11625,N,dextroamphetamine/amphetamine ,,DEXTROAMPHETAM MXD SLTS,15 MG,,,,,,,,,,,,,15.0,,
10279601,00904730461,100     ,1,1841,1179,0,1534,C,promethazine,HCl ORAL TABLET 2,PROMETHAZINE HCL,25 MG TAB 100,,,,,,,,,,,,,25.0,,
10279630,00527079337,100     ,1,61315,10734,0,11625,N,dextroamphetamine/amphetamine ,,DEXTROAMPHETAM MXD SLTS,20 MG,,,,,,,,,,,,,20.0,,
10279631,68180097509,90      ,1,7267,500,0,1824,C,levothyroxine sodium,ORAL TABL,LEVOTHYROXINE SODIUM,200 MCG T,,200.0,,,,,,,,,,,,,
10279640,00527079037,100     ,1,61315,10734,0,11625,N,dextroamphetamine/amphetamine ,,DEXTROAMPHETAM MXD SLTS,5 MG E,,,,,,,,,,,,,5.0,,
10279641,00527079537,100     ,1,61315,10734,0,11625,N,dextroamphetamine/amphetamine ,,DEXTROAMPHETAM MXD SLTS,30 MG,,,,,,,,,,,,,30.0,,
10279612,60687069501,100     ,1,4602,2427,0,3835,C,sucralfate,ORAL TABLET 1 G,SUCRALFATE,1 GM TAB 100 (10X10,,,,,,,,,,,,,1000.0,,
10279651,60687070101,100     ,1,6396,3373,0,5330,C,glipizide,ORAL TABLET 10 MG,GLIPIZIDE,10 MG TAB 100 (10X10,,,,,,,,,,,,,10.0,,
10279652,60687069001,100     ,1,3783,1995,0,3153,C,glipizide,ORAL TABLET 5 MG,GLIPIZIDE,5 MG TAB 100 (10X10),,,,,,,,,,,,,5.0,,
10279661,68982034701,        ,1,132,81900,0,85050,C,fibrinogen,INTRAVEN VIAL 700-1,FIBRYGA,1050 MG VL 1 GM,,,,,,,,,,,,,2050.0,,
10279592,41167075146,1.5     ,1,1523,957,1436,870,N,capsaicin,TOPICAL CREAM (G) 0.,CAPZASIN HP,0.1% ARTH PAIN RLF,0.1,,,,,,,,,,,,,,
10279621,70954022810,100     ,1,48548,33312,0,40502,C,methsuximide,ORAL CAPSULE 300,METHSUXIMIDE,300 MG CAP 100,,,,,,,,,,,,,300.0,,
10279653,68001057848,3X1     ,1,9375,6925,0,7500,N,haloperidol decanoate,INTRAMUS,HALOPERIDOL DECANOATE,50 MG AM,,,,,,,,,,,,,50.0,,
10279654,68001058241,5       ,1,30888,18466,0,20000,N,haloperidol decanoate,INTRAMUS,HALOPERIDOL DECANOATE,500 MG M,,,,,,,,,,,,,500.0,,
10279655,68001058041,1       ,1,2668,1971,0,2134,N,haloperidol decanoate,INTRAMUS,HALOPERIDOL DECANOATE,50 MG SD,,,,,,,,,,,,,50.0,,
10279625,60687071521,30      ,1,15015,7917,0,12513,C,colestipol,HCl ORAL TABLET 1 G,COLESTIPOL HCL,1 GM TAB 30 (3X,,,,,,,,,,,,,1000.0,,
10279656,60687076994,20      ,1,10220,4379,0,8517,C,lurasidone,HCl ORAL TABLET 60,LURASIDONE HCL,60 MG TAB 20(2X,,,,,,,,,,,,,60.0,,
10279680,60687068301,100     ,1,2028,1070,0,1690,C,hydrochlorothiazide,ORAL CAPSU,HYDROCHLOROTHIAZIDE,12.5MG CAP,,,,,,,,,,,,,12.5,,
10279603,68001057948,5X1     ,1,30625,22621,0,24500,N,haloperidol decanoate,INTRAMUS,HALOPERIDOL DECANOATE,100 MG A,,,,,,,,,,,,,100.0,,
10279648,68001058141,1       ,1,4850,3583,0,3880,N,haloperidol decanoate,INTRAMUS,HALOPERIDOL DECANOATE,100 MG S,,,,,,,,,,,,,100.0,,
10279671,00143975425,25      ,1,19380,14889,0,16150,C,methylprednisolone sod succ,IN,METHYLPREDNISOLONE SOD SUCC,12,,,,,,,,,,,,,,,
10279686,70868082005,100     ,1,247090,190115,0,205908,N,methamphetamine,HCl ORAL TABLE,DESOXYN,5 MG TAB 100,,,,,,,,,,,,,5.0,,
10279626,00143975325,25      ,1,12240,9395,0,10200,C,methylprednisolone sod succ,IN,METHYLPREDNISOLONE,40 MG SDV 2,,,,,,,,,,,,,40.0,,
10279627,68001058148,5X1     ,1,24250,17913,0,19400,N,haloperidol decanoate,INTRAMUS,HALOPERIDOL DECANOATE,100 MG S,,,,,,,,,,,,,100.0,,
10279687,72241002805,100     ,1,1314,1012,0,1095,N,acyclovir,ORAL CAPSULE 200 MG,ACYCLOVIR,200 MG CAP 100,,,,,,,,,,,,,200.0,,
10279599,68001058182,10X1    ,1,48500,35825,0,38800,N,haloperidol decanoate,INTRAMUS,HALOPERIDOL DECANOATE,100 MG S,,,,,,,,,,,,,100.0,,
10279649,53746075101,100     ,1,10511,647,0,700,N,benazepril,HCl ORAL TABLET 5 M,BENAZEPRIL HCL,5 MG TAB 100,,,,,,,,,,,,,5.0,,
10279691,00527079137,100     ,1,61315,10734,0,11625,N,dextroamphetamine/amphetamine ,,DEXTROAMPHETAM MXD SLTS,10 MG,,,,,,,,,,,,,10.0,,
10279689,53746044110,1000    ,1,32560,15863,0,17180,N,meclizine,HCl ORAL TABLET 12.5,MECLIZINE HCL,12.5 MG TAB 1000,,,,,,,,,,,,,12.5,,
10279700,68001056806,60      ,1,26998,1515,0,8500,C,clonidine,HCl ORAL TAB ER 12H,CLONIDINE HCL,0.1 MG ER TAB 60,,,,,,,,,,,,,0.1,,
10279608,68001057400,100     ,1,30204,7086,0,7342,N,desmopressin acetate,ORAL TABL,DESMOPRESSIN ACETATE,0.1 MG TA,,,,,,,,,,,,,0.1,,
10279609,50268050329,29.57   ,1,1750,1254,1881,1254,N,miconazole nitrate,TOPICAL SOL,MICONAZOLE NITRATE,2% SOL 29.5,2.0,,,,,,,,,,,,,,
10279701,68001057004,30      ,1,23555,6829,0,9900,C,duloxetine,HCl ORAL CAPSULE DR,DULOXETINE,40 MG DR CAP 30,,,,,,,,,,,,,40.0,,
10279710,68001057500,100     ,1,43514,7955,0,8243,N,desmopressin acetate,ORAL TABL,DESMOPRESSIN ACETATE,0.2 MG TA,,,,,,,,,,,,,0.2,,
10279720,50742036630,30      ,1,827200,328588,0,399500,C,gefitinib,ORAL TABLET 250 MG,GEFITINIB,250 MG TAB 30,,,,,,,,,,,,,250.0,,
10253868,00006503002,90      ,1,231336,177994,0,192780,N,vericiguat,ORAL TABLET 10 MG,VERQUVO,10 MG TAB 90,,,,,,,,,,,,,10.0,,
10253818,65219025701,25X1    ,1,23370,17982,0,19475,N,ephedrine sulfate,INTRAVEN VIA,EPHEDRINE SULF,50 MG SDV 25X1,,,,,,,,,,,,,50.0,,
10253893,72578000201,100     ,1,3000,531,0,1500,C,acyclovir,ORAL CAPSULE 200 MG,ACYCLOVIR,200 MG CAP 100,,,,,,,,,,,,,200.0,,
10279697,31722087390,90      ,1,1166279,55398,0,60000,N,pirfenidone,ORAL TABLET 801 MG,PIRFENIDONE,801 MG TAB 90,,,,,,,,,,,,,801.0,,
10046757,24208040319,36      ,1,1079,1111,1667,1010,N,vit,C/E/Zn/coppr/lutein/zeaxan,OCUVITE MULTIVIT W/LUTEIN CAPS,,,,,,,,,,,,,,,,
10279760,10370036701,100     ,1,342721,83247,0,253882,C,topiramate,ORAL CAP ER 24H 100,TOPIRAMATE,100 MG ER CAP 100,,,,,,,,,,,,,100.0,,
10279761,10370036511,30      ,1,39838,24272,0,29511,C,topiramate,ORAL CAP ER 24H 25,TOPIRAMATE,25 MG ER CAP 30,,,,,,,,,,,,,25.0,,
10279754,10370036611,30      ,1,51892,30284,0,38441,C,topiramate,ORAL CAP ER 24H 50,TOPIRAMATE,50 MG ER CAP 30,,,,,,,,,,,,,50.0,,
10279755,10370036501,100     ,1,132794,24675,0,98371,C,topiramate,ORAL CAP ER 24H 25,TOPIRAMATE,25 MG ER CAP 100,,,,,,,,,,,,,25.0,,
10279770,62332075150,50      ,1,3437,2372,0,2569,N,fluorouracil,INTRAVEN VIAL 2.5,FLUOROURACIL,2.5 GM VL 50 ML,,,,,,,,,,,,,2500.0,50.0,
10279721,10370036711,30      ,1,102816,58948,0,76164,C,topiramate,ORAL CAP ER 24H 100,TOPIRAMATE,100 MG ER CAP 30,,,,,,,,,,,,,100.0,,
10279772,31722068205,500     ,1,119525,18433,0,22411,C,naproxen,ORAL ORAL SUSP 125 MG,NAPROXEN,125 MG-5 ML ORAL SUS,,,,,,,,,,,,,125.0,5.0,
10279715,70700027322,5       ,1,14933,11030,0,11946,N,estradiol valerate,INTRAMUSC V,ESTRADIOL VALERATE,50 MG MDV 5,,,,,,,,,,,,,50.0,,
10279764,68084049401,100     ,1,16612,7403,0,13843,C,pyridostigmine bromide,ORAL TA,PYRIDOSTIGMINE,60 MG TAB 100 U,,,,,,,,,,,,,60.0,,
10279717,10048061217,60      ,1,748,528,792,480,N,cholecalciferol (vitamin,D3) O,YUMVS VIT D,3 ZERO 50 MCG GMY 6,,50.0,,,,,,,,,,,,,
10258891,64406010101,1.7     ,1,57528,47940,0,47940,N,aducanumab-avwa,INTRAVEN VIAL,ADUHELM,170 MG SDV 1.7 ML,,,,,,,,,,,,,170.0,1.7,
10280861,65219015310,10X1000 ,1,11292,8689,0,9410,N,potassium chloride/,D5-0.2%NaCl,POTAS-D,5-NACL 20MEQ-0.225% BAG,0.225,,,,20.0,,,,,,,,,,
10280728,82867000101,30      ,1,59400,45704,0,49500,N,colchicine,ORAL TABLET 0.5 MG,LODOCO,0.5 MG TAB 30,,,,,,,,,,,,,0.5,,
10280852,00527076337,100     ,1,17140,4664,0,5051,N,dextroamphetamine/amphetamine ,,DEXTROAMPHETAMIN MXD SLTS,12.5,,,,,,,,,,,,,,,
10280853,00527076237,100     ,1,17140,4664,0,5051,N,dextroamphetamine/amphetamine ,,DEXTROAMPHETAMINE MXD SLTS,10,,,,,,,,,,,,,,,
10280815,00254301255,30      ,1,565595,387667,0,471329,C,alvimopan,ORAL CAPSULE 12 MG,ALVIMOPAN,12 MG CAP 30(6X5) UD,,,,,,,,,,,,,12.0,,
10280843,60687039601,100     ,1,6250,2608,0,5300,C,hydrocodone/acetaminophen,ORAL,HYDRO BIT/ACETA,5/325MG TAB 10,,,,,,,,,,,,,325.0,,
10280844,62135071242,100     ,1,11760,9049,0,9800,N,lidocaine,HCl MUCOUS MEM SOLUT,LIDOCAINE HCL,2% VISCOUS SOL 1,2.0,,,,,,,,,,,,,,
10280845,00409488310,10X30   ,1,76129,55980,0,63441,C,linezolid in 0.9% sodium chlor,,LINEZOLID,2MG-ML INJ 10X300ML,,,,,,,,,,,,,2.0,300.0,
10280719,00169191301,0.6     ,1,37080,28530,0,30900,N,dasiglucagon,HCl SUBCUT SYRING,ZEGALOGUE,0.6 MG PFS 0.6 ML,,,,,,,,,,,,,0.6,0.6,
10280862,39822303002,        ,1,11250,6787,0,9000,C,pentamidine isethionate,INHALA,PENTAMIDINE ISETHIONATE,300 MG,,,,,,,,,,,,,300.0,,
10280863,70756002530,30      ,1,14213,642,0,695,N,nebivolol,HCl ORAL TABLET 2.5,NEBIVOLOL,2.5 MG TAB 30,,,,,,,,,,,,,2.5,,
10280865,39822305002,10      ,1,112500,83097,0,90000,N,pentamidine isethionate,INJECT,PENTAMIDINE ISETHIONATE,300 MG,,,,,,,,,,,,,300.0,,
10280816,83000011004,4X20    ,1,762000,635000,0,635000,N,vilobelimab,INTRAVEN VIAL 200M,GOHIBIC,200 MG SDV 4X20 ML DS,,,,,,,,,,,,,200.0,20.0,
10280817,00169191302,2X0.6   ,1,74160,57060,0,61800,N,dasiglucagon,HCl SUBCUT SYRING,ZEGALOGUE,0.6 MG PFS 2X0.6 ML,,,,,,,,,,,,,0.6,0.6,
10280818,00074732613,100     ,1,43956,33821,0,36630,N,divalproex sodium,ORAL TABLET,DEPAKOTE,250 MG DR TAB 100,,,,,,,,,,,,,250.0,,
10280819,68382062301,100     ,1,15803,1705,0,2545,C,buspirone,HCl ORAL TABLET 7.5,BUSPIRONE HCL,7.5 MG TAB 100,,,,,,,,,,,,,7.5,,
10280835,70756029330,30      ,1,14213,642,0,695,N,nebivolol,HCl ORAL TABLET 20 M,NEBIVOLOL,20 MG TAB 30,,,,,,,,,,,,,20.0,,
10280866,00169191201,0.6     ,1,37080,28530,0,30900,N,dasiglucagon,HCl SUBCUT AUTO I,ZEGALOGUE,0.6 MG AUTO INJ 0.6,,,,,,,,,,,,,0.6,,
10280867,00169191202,2X0.6   ,1,74160,57060,0,61800,N,dasiglucagon,HCl SUBCUT AUTO I,ZEGALOGUE,0.6 MG AUTO INJ 2X0.,,,,,,,,,,,,,0.6,,
10280900,69367020005,500     ,1,348055,3740,0,4050,N,clopidogrel bisulfate,ORAL TAB,CLOPIDOGREL,75 MG TAB 500,,,,,,,,,,,,,75.0,,
10280913,06300044516,        ,1,107416,89513,0,89513,N,blood-glucose transmitter,MISC,MINIMED KIT GUARDIAN,4 MM780G,,,,,,,,,,,,,,,4.0
10280901,70842011302,100     ,1,37697,29005,0,31414,N,metoprolol succinate,ORAL TAB,TOPROL-XL,200 MG ER TAB 100,,,,,,,,,,,,,200.0,,
10280902,70842011202,100     ,1,23694,18231,0,19745,N,metoprolol succinate,ORAL TAB,TOPROL-XL,100 MG ER TAB 100,,,,,,,,,,,,,100.0,,
10280920,70842011002,100     ,1,15766,12131,0,13138,N,metoprolol succinate,ORAL TAB,TOPROL-XL,25 MG ER TAB 100,,,,,,,,,,,,,25.0,,
10280921,38779000804,25      ,1,80158,7920,0,7920,N,hydrocortisone acetate,MISCELL,HYDROCORTISONE ACETATE PWD,25,,,,,,,,,,,,,,,
10280855,72485050425,25X1    ,1,5700,4386,0,4750,N,phenylephrine,HCl INJECTION VI,PHENYLEPHRINE HCL,10 MG SDV 25,,,,,,,,,,,,,10.0,,
10280914,50242012701,10      ,1,1226278,1021898,0,1021898,N,glofitamab-gxbm,INTRAVEN VIAL,COLUMVI,10 MG SDV 10 ML,,,,,,,,,,,,,10.0,10.0,
10280856,50242012501,2.5     ,1,306569,255474,0,255474,N,glofitamab-gxbm,INTRAVEN VIAL,COLUMVI,2.5 MG SDV 2.5 ML,,,,,,,,,,,,,2.5,2.5,
10280729,70842011102,100     ,1,15766,12131,0,13138,N,metoprolol succinate,ORAL TAB,TOPROL-XL,50 MG ER TAB 100,,,,,,,,,,,,,50.0,,
10280930,51991037906,60      ,1,60064,15628,0,25000,C,everolimus,ORAL TABLET 0.25 MG,EVEROLIMUS,0.25 MG TAB 60,,,,,,,,,,,,,0.25,,
10280931,64980058851,5X5     ,1,3896776,2980681,0,3260900,C,edetate calcium disodium,INJEC,EDETATE CALCIUM DISOD,1000 MG,,,,,,,,,,,,,1000.0,,
10280893,60687075821,30      ,1,15398,6597,0,12832,C,lurasidone,HCl ORAL TABLET 40,LURASIDONE HCL,40 MG TAB 30(3X,,,,,,,,,,,,,40.0,,
10280923,71288072352,50      ,1,840,647,0,700,N,bupivacaine,HCl INJECTION VIAL,BUPIVACAINE HCL,125 MG MDV 50,,,,,,,,,,,,,125.0,,
10280886,51991038106,60      ,1,180189,61687,0,75000,C,everolimus,ORAL TABLET 0.75 MG,EVEROLIMUS,0.75 MG TAB 60,,,,,,,,,,,,,0.75,,
10280888,50268057715,50      ,1,20670,15499,0,16786,N,mesalamine,ORAL CAP ER 24H 0.3,MESALAMINE,0.375 GM ER CAP 50(,,,,,,,,,,,,,375.0,,
10280857,70069078310,10X10   ,1,4688,2770,0,3750,C,succinylcholine chloride,INJEC,SUCCINYLCHOLINE CHL,200 MG MDV,,,,,,,,,,,,,200.0,,
10280858,62135064890,90      ,1,32400,24930,0,27000,N,felodipine,ORAL TAB ER 24H 10,FELODIPINE,10 MG ER TAB 90,,,,,,,,,,,,,10.0,,
10280950,62135064690,90      ,1,27000,20775,0,22500,N,felodipine,ORAL TAB ER 24H 2.5,FELODIPINE,2.5 MG ER TAB 90,,,,,,,,,,,,,2.5,,
10280876,62135064790,90      ,1,29700,22852,0,24750,N,felodipine,ORAL TAB ER 24H 5 M,FELODIPINE,5 MG ER TAB 90,,,,,,,,,,,,,5.0,,
10280960,62135061090,90      ,1,29700,22852,0,24750,N,calcitriol,ORAL CAPSULE 0.25 M,CALCITRIOL,0.25 MCG CAP 90,,0.25,,,,,,,,,,,,,
10280962,00173091213,30      ,1,2074716,1728930,0,1728930,N,niraparib tosylate,ORAL TABLET,ZEJULA,200 MG TAB 30,,,,,,,,,,,,,200.0,,
10280963,00173090913,30      ,1,2074716,1728930,0,1728930,N,niraparib tosylate,ORAL TABLET,ZEJULA,100 MG TAB 30,,,,,,,,,,,,,100.0,,
10280877,00173091513,30      ,1,2074716,1728930,0,1728930,N,niraparib tosylate,ORAL TABLET,ZEJULA,300 MG TAB 30,,,,,,,,,,,,,300.0,,
